time,open,high,low,close,volume
2021-01-11 07:40:00,67.297,67.297,67.297,67.297,145
2021-01-11 09:35:00,67.554,68.483,67.554,68.443,3034
2021-01-11 09:40:00,68.018,68.018,67.89,67.89,374
2021-01-11 09:45:00,67.868,67.868,67.853,67.853,382
2021-01-11 09:55:00,67.925,68.117,67.925,67.984,922
2021-01-11 10:00:00,67.984,68.117,67.771,67.791,5903
2021-01-11 10:05:00,67.836,67.836,67.836,67.836,105
2021-01-11 10:10:00,67.761,67.9,67.761,67.791,6102
2021-01-11 10:15:00,67.85,68.043,67.692,67.808,3794
2021-01-11 10:30:00,68.009,68.068,68.009,68.018,1016
2021-01-11 10:35:00,68.295,68.295,68.107,68.107,200
2021-01-11 10:40:00,68.295,68.295,68.295,68.295,100
2021-01-11 10:50:00,68.392,68.582,68.392,68.582,842
2021-01-11 10:55:00,68.335,68.335,67.979,68.196,1448
2021-01-11 11:00:00,68.048,68.532,68.048,68.305,2423
2021-01-11 11:10:00,68.305,68.572,68.256,68.572,748
2021-01-11 11:20:00,68.305,68.611,68.305,68.611,1126
2021-01-11 11:25:00,68.542,68.799,68.325,68.325,864
2021-01-11 11:30:00,68.537,68.73,68.537,68.73,361
2021-01-11 11:35:00,68.632,68.75,68.572,68.75,1241
2021-01-11 11:40:00,68.621,68.651,68.621,68.621,905
2021-01-11 11:45:00,68.552,68.621,68.552,68.621,358
2021-01-11 11:50:00,68.473,68.651,68.374,68.374,1910
2021-01-11 12:05:00,68.132,68.364,68.132,68.364,300
2021-01-11 12:10:00,68.364,68.364,68.364,68.364,706
2021-01-11 12:20:00,68.559,68.559,68.559,68.559,237
2021-01-11 12:30:00,68.473,68.473,68.473,68.473,102
2021-01-11 12:50:00,68.661,68.671,68.631,68.671,780
2021-01-11 12:55:00,68.685,68.705,68.611,68.611,1116
2021-01-11 13:00:00,68.532,68.532,68.532,68.532,190
2021-01-11 13:05:00,68.433,68.433,68.433,68.433,244
2021-01-11 13:10:00,68.374,68.394,68.374,68.394,303
2021-01-11 13:20:00,68.582,68.582,68.551,68.551,287
2021-01-11 13:25:00,68.621,68.641,68.522,68.641,953
2021-01-11 13:30:00,68.641,68.641,68.354,68.354,1474
2021-01-11 13:45:00,68.424,68.424,68.424,68.424,444
2021-01-11 13:50:00,68.295,68.295,68.117,68.168,1549
2021-01-11 13:55:00,68.206,68.285,68.206,68.236,1528
2021-01-11 14:10:00,68.374,68.374,68.325,68.325,203
2021-01-11 14:20:00,68.354,68.354,68.354,68.354,100
2021-01-11 14:25:00,68.433,68.572,68.433,68.458,643
2021-01-11 14:30:00,68.399,68.399,68.399,68.399,106
2021-01-11 14:35:00,68.366,68.366,68.366,68.366,200
2021-01-11 14:40:00,68.532,68.532,68.532,68.532,112
2021-01-11 14:50:00,68.542,68.606,68.532,68.532,920
2021-01-11 14:55:00,68.592,68.592,68.493,68.493,807
2021-01-11 15:00:00,68.404,68.404,68.404,68.404,100
2021-01-11 15:05:00,68.473,68.473,68.473,68.473,128
2021-01-11 15:10:00,68.434,68.434,68.226,68.226,11526
2021-01-11 15:15:00,68.177,68.265,68.107,68.186,1327
2021-01-11 15:20:00,68.236,68.236,68.177,68.177,1035
2021-01-11 15:25:00,68.167,68.354,68.117,68.354,3313
2021-01-11 15:30:00,68.354,68.443,68.354,68.443,866
2021-01-11 15:35:00,68.611,68.7,68.522,68.69,1526
2021-01-11 15:40:00,68.671,68.76,68.616,68.616,3519
